¿Î³ÌÃû³Æ,Ê±¼ä,ÊÓÆµ±àºÅ,ÇéĞ÷±êÇ©
cut_result1c2_180413_math_3,00:00:00,0,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:00:10,1,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:00:20,2,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:00:30,3,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:00:40,4,TS-Ê¦Éú»¥¶¯
cut_result1c2_180413_math_3,00:00:50,5,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:01:00,6,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:01:10,7,disgust-Ñá¶ñÃïÊÓ
cut_result1c2_180413_math_3,00:01:20,8,Delate-É¾³ıµÄ
cut_result1c2_180413_math_3,00:01:30,9,Delate-É¾³ıµÄ
cut_result1c2_180413_math_3,00:01:40,10,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:01:50,11,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:02:00,12,surprised-¾ªÑÈ
cut_result1c2_180413_math_3,00:02:10,13,angry-·ßÅ­
cut_result1c2_180413_math_3,00:02:20,14,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:02:30,15,angry-·ßÅ­
cut_result1c2_180413_math_3,00:02:40,16,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:02:50,17,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:03:00,18,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:03:10,19,TS-Ê¦Éú»¥¶¯
cut_result1c2_180413_math_3,00:03:20,20,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:03:30,21,Delate-É¾³ıµÄ
cut_result1c2_180413_math_3,00:03:40,22,TS-Ê¦Éú»¥¶¯
cut_result1c2_180413_math_3,00:03:50,23,Delate-É¾³ıµÄ
cut_result1c2_180413_math_3,00:04:00,24,Delate-É¾³ıµÄ
cut_result1c2_180413_math_3,00:04:10,25,Delate-É¾³ıµÄ
cut_result1c2_180413_math_3,00:04:20,26,Delate-É¾³ıµÄ
cut_result1c2_180413_math_3,00:04:30,27,Delate-É¾³ıµÄ
cut_result1c2_180413_math_3,00:04:40,28,Delate-É¾³ıµÄ
cut_result1c2_180413_math_3,00:04:50,29,Delate-É¾³ıµÄ
cut_result1c2_180413_math_3,00:05:00,30,Delate-É¾³ıµÄ
cut_result1c2_180413_math_3,00:05:10,31,Delate-É¾³ıµÄ
cut_result1c2_180413_math_3,00:05:20,32,Delate-É¾³ıµÄ
cut_result1c2_180413_math_3,00:05:30,33,Delate-É¾³ıµÄ
cut_result1c2_180413_math_3,00:05:40,34,Delate-É¾³ıµÄ
cut_result1c2_180413_math_3,00:05:50,35,Delate-É¾³ıµÄ
cut_result1c2_180413_math_3,00:06:00,36,TS-Ê¦Éú»¥¶¯
cut_result1c2_180413_math_3,00:06:10,37,Delate-É¾³ıµÄ
cut_result1c2_180413_math_3,00:06:20,38,Delate-É¾³ıµÄ
cut_result1c2_180413_math_3,00:06:30,39,Delate-É¾³ıµÄ
cut_result1c2_180413_math_3,00:06:40,40,TS-Ê¦Éú»¥¶¯
cut_result1c2_180413_math_3,00:06:50,41,Delate-É¾³ıµÄ
cut_result1c2_180413_math_3,00:07:00,42,Delate-É¾³ıµÄ
cut_result1c2_180413_math_3,00:07:10,43,Delate-É¾³ıµÄ
cut_result1c2_180413_math_3,00:07:20,44,Delate-É¾³ıµÄ
cut_result1c2_180413_math_3,00:07:30,45,TS-Ê¦Éú»¥¶¯
cut_result1c2_180413_math_3,00:07:40,46,Delate-É¾³ıµÄ
cut_result1c2_180413_math_3,00:07:50,47,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:08:00,48,surprised-¾ªÑÈ
cut_result1c2_180413_math_3,00:08:10,49,Delate-É¾³ıµÄ
cut_result1c2_180413_math_3,00:08:20,50,Delate-É¾³ıµÄ
cut_result1c2_180413_math_3,00:08:30,51,TS-Ê¦Éú»¥¶¯
cut_result1c2_180413_math_3,00:08:40,52,Delate-É¾³ıµÄ
cut_result1c2_180413_math_3,00:08:50,53,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:09:00,54,TS-Ê¦Éú»¥¶¯
cut_result1c2_180413_math_3,00:09:10,55,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:09:20,56,Delate-É¾³ıµÄ
cut_result1c2_180413_math_3,00:09:30,57,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:09:40,58,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:09:50,59,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:10:00,60,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:10:10,61,TS-Ê¦Éú»¥¶¯
cut_result1c2_180413_math_3,00:10:20,62,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:10:30,63,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:10:40,64,angry-·ßÅ­
cut_result1c2_180413_math_3,00:10:50,65,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:11:00,66,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:11:10,67,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:11:20,68,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:11:30,69,angry-·ßÅ­
cut_result1c2_180413_math_3,00:11:40,70,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:11:50,71,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:12:00,72,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:12:10,73,TS-Ê¦Éú»¥¶¯
cut_result1c2_180413_math_3,00:12:20,74,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:12:30,75,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:12:40,76,TS-Ê¦Éú»¥¶¯
cut_result1c2_180413_math_3,00:12:50,77,TS-Ê¦Éú»¥¶¯
cut_result1c2_180413_math_3,00:13:00,78,surprised-¾ªÑÈ
cut_result1c2_180413_math_3,00:13:10,79,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:13:20,80,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:13:30,81,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:13:40,82,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:13:50,83,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:14:00,84,TS-Ê¦Éú»¥¶¯
cut_result1c2_180413_math_3,00:14:10,85,TS-Ê¦Éú»¥¶¯
cut_result1c2_180413_math_3,00:14:20,86,TS-Ê¦Éú»¥¶¯
cut_result1c2_180413_math_3,00:14:30,87,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:14:40,88,TS-Ê¦Éú»¥¶¯
cut_result1c2_180413_math_3,00:14:50,89,surprised-¾ªÑÈ
cut_result1c2_180413_math_3,00:15:00,90,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:15:10,91,TS-Ê¦Éú»¥¶¯
cut_result1c2_180413_math_3,00:15:20,92,surprised-¾ªÑÈ
cut_result1c2_180413_math_3,00:15:30,93,Delate-É¾³ıµÄ
cut_result1c2_180413_math_3,00:15:40,94,Delate-É¾³ıµÄ
cut_result1c2_180413_math_3,00:15:50,95,Delate-É¾³ıµÄ
cut_result1c2_180413_math_3,00:16:00,96,Delate-É¾³ıµÄ
cut_result1c2_180413_math_3,00:16:10,97,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:16:20,98,surprised-¾ªÑÈ
cut_result1c2_180413_math_3,00:16:30,99,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:16:40,100,surprised-¾ªÑÈ
cut_result1c2_180413_math_3,00:16:50,101,TS-Ê¦Éú»¥¶¯
cut_result1c2_180413_math_3,00:17:00,102,Delate-É¾³ıµÄ
cut_result1c2_180413_math_3,00:17:10,103,Delate-É¾³ıµÄ
cut_result1c2_180413_math_3,00:17:20,104,angry-·ßÅ­
cut_result1c2_180413_math_3,00:17:30,105,TS-Ê¦Éú»¥¶¯
cut_result1c2_180413_math_3,00:17:40,106,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:17:50,107,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:18:00,108,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:18:10,109,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:18:20,110,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:18:30,111,surprised-¾ªÑÈ
cut_result1c2_180413_math_3,00:18:40,112,Delate-É¾³ıµÄ
cut_result1c2_180413_math_3,00:18:50,113,Delate-É¾³ıµÄ
cut_result1c2_180413_math_3,00:19:00,114,surprised-¾ªÑÈ
cut_result1c2_180413_math_3,00:19:10,115,surprised-¾ªÑÈ
cut_result1c2_180413_math_3,00:19:20,116,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:19:30,117,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:19:40,118,surprised-¾ªÑÈ
cut_result1c2_180413_math_3,00:19:50,119,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:20:00,120,angry-·ßÅ­
cut_result1c2_180413_math_3,00:20:10,121,surprised-¾ªÑÈ
cut_result1c2_180413_math_3,00:20:20,122,angry-·ßÅ­
cut_result1c2_180413_math_3,00:20:30,123,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:20:40,124,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:20:50,125,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:21:00,126,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:21:10,127,TS-Ê¦Éú»¥¶¯
cut_result1c2_180413_math_3,00:21:20,128,fear-¿Ö¾åµ£ÓÇ
cut_result1c2_180413_math_3,00:21:30,129,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:21:40,130,TS-Ê¦Éú»¥¶¯
cut_result1c2_180413_math_3,00:21:50,131,surprised-¾ªÑÈ
cut_result1c2_180413_math_3,00:22:00,132,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:22:10,133,happy-Ï²ÔÃ
cut_result1c2_180413_math_3,00:22:20,134,happy-Ï²ÔÃ
