¿Î³ÌÃû³Æ,Ê±¼ä,ÊÓÆµ±àºÅ,ÇéĞ÷±êÇ©
cut_result1c2_20180410_math_1,00:00:00,0,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:00:10,1,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:00:20,2,TS-Ê¦Éú»¥¶¯
cut_result1c2_20180410_math_1,00:00:30,3,Delate-É¾³ıµÄ
cut_result1c2_20180410_math_1,00:00:40,4,Delate-É¾³ıµÄ
cut_result1c2_20180410_math_1,00:00:50,5,disgust-Ñá¶ñÃïÊÓ
cut_result1c2_20180410_math_1,00:01:00,6,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:01:10,7,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:01:20,8,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:01:30,9,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:01:40,10,TS-Ê¦Éú»¥¶¯
cut_result1c2_20180410_math_1,00:01:50,11,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:02:00,12,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:02:10,13,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:02:20,14,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:02:30,15,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:02:40,16,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:02:50,17,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:03:00,18,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:03:10,19,TS-Ê¦Éú»¥¶¯
cut_result1c2_20180410_math_1,00:03:20,20,surprised-¾ªÑÈ
cut_result1c2_20180410_math_1,00:03:30,21,Delate-É¾³ıµÄ
cut_result1c2_20180410_math_1,00:03:40,22,Delate-É¾³ıµÄ
cut_result1c2_20180410_math_1,00:03:50,23,Delate-É¾³ıµÄ
cut_result1c2_20180410_math_1,00:04:00,24,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:04:10,25,Delate-É¾³ıµÄ
cut_result1c2_20180410_math_1,00:04:20,26,Delate-É¾³ıµÄ
cut_result1c2_20180410_math_1,00:04:30,27,Delate-É¾³ıµÄ
cut_result1c2_20180410_math_1,00:04:40,28,Delate-É¾³ıµÄ
cut_result1c2_20180410_math_1,00:04:50,29,Delate-É¾³ıµÄ
cut_result1c2_20180410_math_1,00:05:00,30,Delate-É¾³ıµÄ
cut_result1c2_20180410_math_1,00:05:10,31,Delate-É¾³ıµÄ
cut_result1c2_20180410_math_1,00:05:20,32,Delate-É¾³ıµÄ
cut_result1c2_20180410_math_1,00:05:30,33,Delate-É¾³ıµÄ
cut_result1c2_20180410_math_1,00:05:40,34,Delate-É¾³ıµÄ
cut_result1c2_20180410_math_1,00:05:50,35,Delate-É¾³ıµÄ
cut_result1c2_20180410_math_1,00:06:00,36,Delate-É¾³ıµÄ
cut_result1c2_20180410_math_1,00:06:10,37,Delate-É¾³ıµÄ
cut_result1c2_20180410_math_1,00:06:20,38,Delate-É¾³ıµÄ
cut_result1c2_20180410_math_1,00:06:30,39,Delate-É¾³ıµÄ
cut_result1c2_20180410_math_1,00:06:40,40,Delate-É¾³ıµÄ
cut_result1c2_20180410_math_1,00:06:50,41,Delate-É¾³ıµÄ
cut_result1c2_20180410_math_1,00:07:00,42,Delate-É¾³ıµÄ
cut_result1c2_20180410_math_1,00:07:10,43,Delate-É¾³ıµÄ
cut_result1c2_20180410_math_1,00:07:20,44,Delate-É¾³ıµÄ
cut_result1c2_20180410_math_1,00:07:30,45,Delate-É¾³ıµÄ
cut_result1c2_20180410_math_1,00:07:40,46,Delate-É¾³ıµÄ
cut_result1c2_20180410_math_1,00:07:50,47,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:08:00,48,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:08:10,49,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:08:20,50,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:08:30,51,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:08:40,52,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:08:50,53,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:09:00,54,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:09:10,55,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:09:20,56,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:09:30,57,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:09:40,58,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:09:50,59,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:10:00,60,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:10:10,61,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:10:20,62,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:10:30,63,Delate-É¾³ıµÄ
cut_result1c2_20180410_math_1,00:10:40,64,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:10:50,65,Delate-É¾³ıµÄ
cut_result1c2_20180410_math_1,00:11:00,66,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:11:10,67,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:11:20,68,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:11:30,69,Delate-É¾³ıµÄ
cut_result1c2_20180410_math_1,00:11:40,70,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:11:50,71,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:12:00,72,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:12:10,73,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:12:20,74,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:12:30,75,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:12:40,76,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:12:50,77,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:13:00,78,happy-Ï²ÔÃ
cut_result1c2_20180410_math_1,00:13:10,79,happy-Ï²ÔÃ
